age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
26,PG,7.5,78,69,74,55,2,5,2,4,3,13,0,"writing, science, sports",healthcare,6,6,Arts
22,UG,6.9,79,70,62,87,2,2,2,2,3,15,0,"writing, gaming, reading",technology,8,4,Medicine
25,UG,6.8,70,71,59,76,2,3,2,3,1,12,0,"gaming, history, music",healthcare,7,6,Historian
21,UG,6.6,56,69,72,84,3,2,3,2,2,23,0,reading,healthcare,13,9,CA
21,UG,7.7,66,61,61,67,2,1,2,2,3,24,0,"research, science",technology,10,6,Software Engineer
23,PG,5.5,60,61,64,71,1,3,1,1,2,19,1,"sports, research",arts,8,8,Arts
26,PG,7.6,71,53,94,73,2,2,2,3,2,16,1,reading,business,8,4,Medicine
24,PG,7.7,92,65,83,54,3,4,3,2,1,25,0,"sports, coding",business,15,10,Lawyer
25,PG,7,86,80,78,83,2,3,2,2,2,27,1,"finance, research, gaming",healthcare,9,6,CA
25,PG,5,90,80,70,80,1,3,5,2,4,22,1,history,arts,8,5,Arts
25,UG,7.4,69,82,81,80,2,4,3,1,4,17,0,gaming,healthcare,7,9,Data Scientist
18,UG,9.3,64,81,61,74,4,4,4,2,2,5,1,science,arts,13,7,CA
20,UG,5.2,81,54,52,78,1,2,3,1,4,12,1,"coding, writing, research",technology,9,3,Arts
21,UG,5.5,100,64,76,72,2,2,1,2,3,18,1,gaming,healthcare,9,8,MBA
20,UG,6.2,74,83,57,68,3,3,2,2,2,30,0,painting,technology,12,9,CA
13,Grade 10,6.7,75,72,63,90,2,1,4,3,2,20,0,"sports, research, finance",arts,9,9,Medicine
19,UG,8.4,77,71,63,86,3,4,1,1,2,16,0,"reading, research",healthcare,13,4,Defence Persenal
13,Grade 10,6.3,77,86,62,69,2,3,1,2,3,23,0,"history, gaming, finance",business,7,5,Data Scientist
19,UG,6.5,74,70,61,64,3,3,2,2,3,21,0,"reading, music",healthcare,10,6,Engineering
21,UG,7.8,83,73,76,66,3,3,3,1,2,18,1,"gaming, painting, dance",healthcare,8,8,Data Scientist
18,UG,7.7,69,76,70,75,2,3,1,2,2,18,1,"history, debate, travel",healthcare,12,6,Data Scientist
21,UG,6,64,85,63,68,1,2,2,2,4,27,0,coding,business,7,7,MBA
20,UG,7.8,79,76,67,63,5,2,1,3,3,24,1,"dance, travel, debate",business,14,8,Defence Persenal
19,UG,7.9,77,90,71,77,1,3,3,4,3,13,1,"travel, writing, dance",technology,10,7,Defence Persenal
22,UG,7.6,85,73,63,72,1,2,3,3,1,19,1,gaming,business,12,7,Lawyer
23,PG,7.7,60,73,75,81,3,4,3,4,3,22,1,reading,technology,6,7,IT Specialist
14,Grade 10,7.6,67,87,73,67,4,1,1,3,2,21,1,research,business,11,7,Data Scientist
16,Grade 12,9.1,80,75,91,71,2,1,3,3,2,18,1,"gaming, research, reading",arts,9,6,Software Engineer
13,Grade 10,6.6,79,89,57,75,1,1,3,2,4,5,0,"gaming, debate, sports",technology,8,5,CA
19,UG,8.4,72,89,85,50,2,3,4,5,4,16,0,"travel, sports, research",business,9,6,IT Specialist
18,UG,7.1,68,75,59,85,1,3,2,1,2,14,0,"science, history, sports",business,11,5,MBA
19,UG,6.8,66,80,72,67,2,1,3,2,4,15,1,"sports, finance",business,9,7,Software Engineer
17,Grade 12,8.4,100,72,72,66,2,2,2,2,1,21,1,painting,healthcare,10,9,Medicine
13,Grade 10,9.3,67,91,70,63,3,1,4,4,3,18,1,research,healthcare,4,5,Finance Manager
17,Grade 12,8.5,81,99,71,84,3,2,4,3,1,25,0,"writing, travel",business,6,3,Data Scientist
23,PG,6.2,81,77,79,60,2,2,2,1,4,21,1,"sports, travel, finance",technology,8,9,Data Scientist
18,UG,7.3,67,75,61,69,4,1,3,3,1,15,1,"travel, dance",business,6,4,Lawyer
13,Grade 10,7.9,65,67,82,74,2,2,2,4,2,28,1,sports,healthcare,10,8,CA
19,UG,6.6,67,59,50,61,2,2,3,2,4,23,1,coding,business,10,6,CA
22,UG,8.7,59,76,78,75,2,1,2,4,2,17,0,"reading, research, dance",technology,8,8,Historian
22,UG,7.1,72,63,75,63,4,2,2,1,2,22,1,"dance, debate",arts,9,8,Historian
21,UG,5.5,89,65,85,80,3,4,3,1,1,30,0,"sports, reading",technology,7,6,Historian
24,PG,7.9,61,77,85,79,2,3,3,1,3,18,0,"finance, history, gaming",healthcare,6,7,Medicine
21,UG,6.8,82,98,80,68,2,3,2,2,3,12,1,gaming,healthcare,6,3,Medicine
25,UG,5,77,64,80,84,2,2,3,2,3,11,1,"travel, sports",technology,11,8,Lawyer
22,UG,8.5,71,85,61,86,3,2,4,2,4,29,0,"science, coding, history",arts,13,5,Defence Persenal
24,PG,6.9,67,78,82,58,2,1,4,4,3,18,0,"sports, finance",business,8,4,Arts
15,Grade 10,8.6,79,86,54,55,1,2,3,2,4,22,1,writing,business,12,7,Defence Persenal
22,UG,6.1,73,75,63,68,3,1,2,2,2,20,1,"reading, coding, music",healthcare,10,8,Medicine
23,UG,8.4,81,75,87,69,3,2,2,2,1,15,1,"coding, sports",technology,14,4,Finance Manager
23,PG,6.2,82,82,69,69,4,3,1,2,3,18,1,sports,healthcare,14,5,Engineering
15,Grade 10,8.6,73,72,56,56,4,3,1,1,3,5,0,"gaming, coding, research",technology,13,7,Data Scientist
21,UG,7.5,70,74,78,63,4,2,1,3,2,15,1,"travel, reading",technology,10,8,Engineering
21,UG,8.9,89,76,74,58,2,3,2,1,3,16,1,"reading, gaming",technology,8,8,Data Scientist
19,UG,8.5,77,83,65,61,4,5,2,1,1,16,1,"gaming, travel",healthcare,13,6,Data Scientist
23,PG,8.4,91,79,88,87,2,3,2,3,4,25,0,"science, gaming",business,11,8,MBA
23,PG,8.3,88,62,76,77,2,2,3,1,3,17,1,"science, history",healthcare,9,5,Data Scientist
17,Grade 12,8.6,84,82,51,51,3,3,3,2,3,22,1,"travel, gaming, finance",healthcare,9,6,MBA
18,UG,7.4,70,70,62,68,3,3,3,2,3,21,0,"gaming, reading",technology,3,4,Finance Manager
17,Grade 12,6.7,76,83,69,72,2,1,3,3,1,19,1,"sports, reading, painting",business,9,7,Medicine
16,Grade 12,8.8,76,56,79,79,3,1,3,1,3,6,1,"research, music, painting",arts,12,6,Defence Persenal
18,UG,7.5,72,88,76,75,3,3,2,2,2,18,1,"finance, painting",healthcare,11,8,Finance Manager
23,UG,7.8,61,61,56,84,3,1,3,2,3,18,1,painting,healthcare,10,5,Arts
18,UG,8.7,76,72,67,83,1,4,2,2,4,18,1,"travel, music, research",arts,15,8,Arts
21,UG,5.2,67,77,60,74,3,4,2,2,2,22,1,gaming,healthcare,13,8,Engineering
25,PG,7.4,50,72,77,53,2,3,2,4,3,13,1,science,business,9,10,Lawyer
23,PG,8.1,71,88,63,87,3,3,3,2,4,13,0,"history, writing",healthcare,10,10,Software Engineer
27,PG,8.2,70,88,87,69,3,5,2,3,1,21,0,debate,business,15,10,Lawyer
27,PG,5.6,74,75,80,52,4,3,2,2,3,17,0,"reading, debate, research",healthcare,6,5,Defence Persenal
19,UG,9.8,93,73,50,68,3,2,3,3,4,18,1,"research, reading, painting",technology,9,7,Lawyer
23,PG,8.2,85,76,60,65,2,3,3,3,2,20,1,"coding, travel, history",arts,6,6,Engineering
15,Grade 10,7.3,91,73,55,65,2,2,3,1,3,15,0,research,business,14,7,Finance Manager
19,UG,5.7,87,72,66,65,4,3,3,4,4,19,1,"painting, finance, sports",healthcare,10,7,MBA
20,UG,8.8,67,73,78,77,2,3,3,3,3,16,1,music,healthcare,7,3,Data Scientist
15,Grade 10,10,70,68,54,65,3,3,2,4,3,21,0,"reading, music, writing",arts,13,8,CA
13,Grade 10,10,91,83,88,71,1,3,2,2,4,20,1,"finance, research",business,9,10,MBA
15,Grade 10,8.5,88,75,83,86,3,3,1,1,4,16,0,"coding, finance, gaming",business,6,10,Data Scientist
20,UG,6.6,70,77,59,64,3,3,2,1,2,16,1,music,business,10,7,Historian
13,Grade 10,5.2,71,74,50,55,1,1,1,3,4,23,0,"science, debate, research",technology,11,4,Arts
20,UG,6.8,87,63,65,74,5,4,3,2,2,27,1,"history, sports",business,9,10,MBA
20,UG,8.8,77,59,74,64,4,2,3,4,4,20,0,"history, gaming, science",technology,7,6,Finance Manager
18,UG,7.6,56,86,76,81,3,3,2,1,3,29,1,"history, travel, painting",arts,11,7,MBA
15,Grade 10,8.1,72,75,81,81,4,2,2,3,3,13,0,"travel, gaming, sports",business,7,7,Finance Manager
23,PG,5.9,70,85,68,64,4,2,1,3,3,6,0,"debate, music",arts,9,7,Medicine
25,PG,7.3,90,65,88,50,2,2,1,1,2,34,0,"finance, reading, travel",technology,14,3,CA
22,UG,8.4,59,82,69,52,2,1,4,3,3,22,0,gaming,business,7,8,Arts
18,UG,8.3,73,91,59,77,1,1,2,2,3,12,1,"reading, research",technology,5,5,Software Engineer
13,Grade 10,8.8,88,61,68,50,4,1,2,4,4,18,1,"dance, finance, travel",arts,9,3,IT Specialist
14,Grade 10,8.3,83,71,72,76,1,2,2,2,2,26,0,"history, sports, gaming",business,6,4,IT Specialist
25,UG,8.6,67,93,58,79,1,3,3,3,2,16,0,painting,business,10,8,IT Specialist
25,UG,8.4,60,75,76,73,3,2,4,3,2,16,0,"painting, music",arts,8,4,MBA
26,UG,7.2,77,67,58,58,2,2,4,4,4,25,1,gaming,technology,9,7,Lawyer
25,UG,6.8,76,66,52,76,2,2,1,2,2,25,1,"reading, travel, debate",business,10,5,Defence Persenal
20,UG,7.8,79,67,64,71,2,3,4,2,2,16,0,"finance, travel",arts,7,9,Defence Persenal
19,UG,9.3,99,69,83,57,2,2,4,3,3,20,1,"reading, painting, writing",business,7,8,Historian
29,UG,6.8,88,91,50,73,2,3,2,1,1,22,1,"gaming, painting, research",healthcare,13,4,Software Engineer
29,UG,8.3,69,75,81,73,2,4,2,3,1,24,0,"reading, music",healthcare,11,7,Software Engineer
13,Grade 10,8.3,89,84,58,75,2,2,3,1,3,16,0,"reading, science, writing",arts,14,3,Lawyer
20,UG,6.4,70,73,60,65,3,3,1,3,4,5,1,finance,arts,7,4,Historian
20,UG,7.9,69,76,69,81,2,2,3,2,3,30,1,"research, painting, travel",arts,10,7,Arts
16,Grade 12,7,78,89,51,54,3,3,2,2,3,19,1,"debate, travel",healthcare,5,6,Defence Persenal
17,Grade 12,5.2,58,50,74,89,4,4,3,3,2,26,0,sports,healthcare,9,8,Historian
21,UG,8.1,85,62,72,65,3,2,3,4,3,25,1,travel,arts,7,4,Medicine
26,UG,7.9,83,87,75,71,1,3,2,1,2,15,1,"gaming, science, finance",technology,11,7,Software Engineer
15,Grade 10,6.7,78,78,61,79,1,1,3,3,2,22,0,music,technology,8,8,Engineering
22,UG,8.8,74,91,73,93,1,2,2,2,2,23,0,writing,technology,10,3,Finance Manager
21,UG,5.6,78,75,87,93,2,2,4,2,1,22,0,"gaming, coding",arts,16,6,Engineering
25,PG,5.7,70,79,80,59,4,2,4,1,4,20,1,"painting, travel",technology,6,3,Data Scientist
20,UG,8.1,66,76,55,79,3,2,2,1,3,10,0,music,healthcare,10,3,MBA
20,UG,8.9,64,73,74,61,3,3,2,2,1,11,1,science,business,11,5,IT Specialist
19,UG,8.2,95,75,58,64,2,2,2,2,3,19,1,"research, debate, sports",arts,8,8,IT Specialist
23,UG,7.4,71,82,77,70,3,1,2,4,2,20,0,gaming,technology,6,6,MBA
15,Grade 10,6.5,73,67,70,50,2,2,3,2,5,28,1,"writing, science",business,9,5,Engineering
13,Grade 10,6.2,76,80,63,77,3,2,2,4,3,19,1,"reading, sports",healthcare,10,4,Software Engineer
20,UG,6,71,65,100,58,2,2,3,3,2,22,1,"dance, debate",business,9,7,CA
18,UG,8,75,65,51,60,2,2,5,1,3,11,0,reading,healthcare,14,7,Data Scientist
14,Grade 10,6.4,71,76,82,79,4,4,3,3,3,21,1,"research, reading, coding",arts,6,6,Medicine
18,UG,8.5,65,70,83,77,2,3,3,3,3,13,0,"coding, science",technology,10,8,Defence Persenal
14,Grade 10,5.4,85,79,50,81,2,1,1,3,4,19,1,travel,healthcare,5,5,Lawyer
13,Grade 10,8.6,60,75,85,59,1,4,5,3,2,18,1,reading,healthcare,9,6,Software Engineer
16,Grade 12,6.3,71,77,85,99,2,3,4,1,2,20,0,"debate, science, travel",business,7,3,Defence Persenal
21,UG,8.1,64,63,100,80,2,3,3,2,5,21,1,dance,technology,9,7,Medicine
24,UG,7.5,70,83,55,70,2,1,3,1,4,12,1,"music, coding, dance",healthcare,15,4,Historian
29,UG,7.1,73,78,54,56,1,4,3,2,2,16,1,painting,business,16,9,IT Specialist
14,Grade 10,6.8,88,72,50,65,5,1,2,2,4,20,0,dance,healthcare,8,5,Arts
17,Grade 12,6.2,82,80,70,55,2,3,4,2,2,21,1,debate,arts,8,4,Medicine
25,UG,6.5,85,70,96,76,2,5,5,3,2,14,1,gaming,technology,6,5,Defence Persenal
24,UG,5.2,70,66,73,50,3,4,3,4,4,14,1,writing,healthcare,12,6,Historian
26,PG,7.7,75,84,82,65,1,4,2,4,1,11,1,history,business,13,9,Data Scientist
13,Grade 10,6.7,77,73,68,58,3,1,1,4,3,18,0,"gaming, debate, sports",healthcare,3,6,Historian
22,UG,6.9,59,65,87,59,3,2,2,4,2,27,0,history,healthcare,9,4,CA
18,UG,5.6,66,82,69,76,2,2,1,3,2,24,1,"science, coding",business,9,8,Arts
20,UG,6.5,73,89,80,82,1,3,3,2,2,21,0,"finance, reading",healthcare,11,6,IT Specialist
15,Grade 10,7.3,84,95,65,75,1,3,2,2,2,27,0,"painting, sports",business,11,3,Software Engineer
14,Grade 10,6.3,62,75,50,55,3,3,2,3,2,22,1,sports,business,13,6,Defence Persenal
23,PG,7,88,70,62,54,2,3,3,4,2,18,1,music,business,15,3,MBA
19,UG,6.5,93,81,75,91,2,3,3,2,2,17,0,"debate, research, writing",arts,3,6,Lawyer
17,Grade 12,6.2,85,86,58,53,2,5,2,2,3,24,0,"research, debate, science",business,14,5,Historian
21,UG,10,84,83,90,64,3,2,3,2,3,19,1,"science, writing, coding",business,5,4,Software Engineer
18,UG,8.9,81,71,66,77,2,1,1,1,3,17,1,travel,healthcare,17,7,Defence Persenal
21,UG,8.8,77,80,57,74,3,2,1,2,3,17,1,"coding, research",healthcare,7,6,Historian
19,UG,8.1,69,67,64,50,3,1,3,1,3,21,1,"reading, writing",healthcare,17,8,CA
14,Grade 10,10,77,61,70,69,3,1,2,3,2,17,0,"sports, debate",business,8,9,Defence Persenal
19,UG,8.7,75,64,76,57,2,3,3,2,2,21,1,"coding, writing",arts,5,10,Arts
19,UG,9.8,71,74,97,62,4,5,5,2,4,22,1,"painting, gaming",arts,7,9,Data Scientist
18,UG,5.9,84,76,59,58,3,2,1,3,1,12,0,gaming,arts,8,5,Software Engineer
14,Grade 10,5.3,78,65,82,55,3,3,2,2,1,18,0,"science, gaming, coding",healthcare,8,4,IT Specialist
19,UG,8.6,86,74,78,71,4,4,3,2,4,20,1,"finance, debate, science",arts,10,4,Defence Persenal
16,Grade 12,7.5,77,81,60,85,3,3,2,1,2,13,0,debate,business,3,8,Medicine
15,Grade 10,7.7,84,75,63,75,1,2,2,4,3,15,1,dance,business,7,6,Arts
17,Grade 12,9.1,65,85,98,67,3,1,3,4,2,17,0,science,business,6,10,Lawyer
22,UG,7,66,73,63,77,2,3,1,3,1,21,1,"science, dance",arts,9,5,MBA
20,UG,8.6,89,79,74,74,4,1,3,2,1,23,1,"gaming, debate",technology,11,6,Medicine
21,UG,8.7,71,82,72,87,2,2,2,3,3,13,1,"painting, science, research",arts,17,7,CA
17,Grade 12,5.2,67,80,97,50,1,3,4,4,2,16,0,music,business,13,3,Lawyer
17,Grade 12,7.9,75,80,59,66,3,2,3,1,2,24,1,gaming,healthcare,7,3,Arts
21,UG,5.9,74,91,94,50,2,3,4,3,2,30,0,"reading, music, science",arts,13,8,Software Engineer
28,PG,6.9,91,62,52,66,2,2,3,2,1,17,0,"debate, finance",arts,6,8,CA
19,UG,7.7,73,66,76,86,3,3,1,2,3,17,0,finance,arts,8,6,Arts
16,Grade 12,7.3,72,91,53,62,2,3,2,2,4,27,1,"research, gaming, dance",arts,6,4,Medicine
18,UG,8.4,66,76,75,68,1,4,2,2,1,20,1,"science, research",business,13,7,CA
17,Grade 12,7.8,90,87,66,82,2,3,3,2,3,24,1,reading,arts,5,4,Defence Persenal
15,Grade 10,7.1,65,92,70,60,2,1,3,2,3,14,1,"history, gaming",business,9,6,MBA
16,Grade 12,7.3,84,79,75,78,4,4,3,3,3,21,1,"finance, science, reading",arts,9,3,Defence Persenal
15,Grade 10,6.8,75,73,65,77,3,2,3,3,2,20,1,"painting, debate, science",technology,4,7,Lawyer
15,Grade 10,7.6,68,73,61,86,3,2,1,2,4,24,1,"travel, music",healthcare,9,5,Software Engineer
20,UG,5,65,87,65,73,4,1,2,3,3,10,1,"dance, gaming",technology,8,8,Software Engineer
24,PG,8.4,84,81,65,55,3,2,2,3,5,20,1,history,technology,9,7,Software Engineer
19,UG,7.2,75,73,61,55,3,3,2,1,3,16,0,"coding, debate, reading",arts,7,5,MBA
13,Grade 10,9.1,90,87,58,78,2,3,1,3,5,15,0,dance,arts,9,8,MBA
20,UG,6.7,86,67,84,50,3,2,3,3,2,21,1,"travel, writing",arts,8,5,Engineering
13,Grade 10,8.5,74,74,58,71,3,5,1,3,1,19,1,"history, writing",technology,11,6,Data Scientist
13,Grade 10,6.1,75,82,95,82,3,2,1,2,3,20,0,"history, research",technology,9,7,Data Scientist
22,UG,7,66,65,59,81,3,2,1,2,1,9,1,"travel, research, sports",arts,6,6,MBA
16,Grade 12,7.9,77,69,78,92,3,4,2,2,2,32,1,"music, finance",business,17,4,Software Engineer
22,UG,6.9,84,75,65,59,3,2,3,1,2,20,0,sports,arts,8,5,Software Engineer
21,UG,9,68,76,54,50,1,4,2,1,4,26,0,"dance, music",business,6,6,MBA
19,UG,8.2,89,73,83,57,3,4,3,2,4,15,0,"coding, sports, travel",arts,9,8,Finance Manager
23,PG,8.2,79,84,83,72,1,2,3,2,2,11,0,coding,business,12,8,Defence Persenal
13,Grade 10,8.3,67,63,73,96,1,3,3,2,4,12,1,"history, reading, finance",technology,13,3,Finance Manager
19,UG,8.3,86,83,77,80,1,3,2,4,2,15,1,"history, research, writing",technology,7,8,Historian
16,Grade 12,7.9,90,80,70,75,3,3,2,2,3,14,0,"gaming, coding, writing",technology,11,6,Arts
18,UG,5.6,67,67,55,56,2,3,2,3,1,16,0,"reading, science, painting",healthcare,7,9,MBA
21,UG,7.8,85,72,79,61,2,3,5,2,3,19,1,gaming,technology,11,8,Finance Manager
18,UG,5.9,54,95,66,78,1,2,3,1,2,14,1,"travel, history",business,8,7,IT Specialist
20,UG,7.7,79,71,58,63,3,3,2,4,2,20,0,"research, writing, travel",arts,14,7,Defence Persenal
21,UG,8.6,65,78,64,53,2,1,3,4,2,31,0,"sports, dance",technology,13,5,Medicine
16,Grade 12,8.2,79,66,58,65,3,2,1,3,2,22,0,"debate, sports",business,6,8,Medicine
18,UG,7.2,90,56,85,74,3,3,2,3,3,19,0,"debate, painting",technology,6,4,Arts
22,UG,5.7,56,57,72,59,4,3,3,3,1,9,0,"sports, science, debate",business,9,8,Finance Manager
17,Grade 12,8.5,72,76,60,72,2,2,2,3,3,21,0,"reading, gaming",business,10,9,Medicine
18,UG,9.5,74,83,57,54,3,3,3,1,2,29,1,"gaming, finance, coding",business,6,6,MBA
23,PG,7.1,80,74,79,73,2,1,2,3,3,14,0,"painting, reading, coding",healthcare,15,5,CA
20,UG,6.9,88,58,90,88,1,3,2,2,3,6,0,"dance, travel",arts,11,8,Engineering
16,Grade 12,6.3,79,70,76,63,5,5,3,3,3,9,1,"debate, finance, dance",technology,10,9,Lawyer
20,UG,7.2,83,82,59,50,3,2,3,2,4,20,1,"science, debate",arts,13,6,Data Scientist
21,UG,8.5,61,70,84,70,2,3,4,2,3,22,1,"debate, dance, science",technology,4,8,Defence Persenal
19,UG,8.8,82,84,62,62,4,1,4,2,2,25,1,travel,healthcare,8,8,Arts
23,UG,10,64,80,59,89,4,2,2,2,2,31,1,"painting, science, travel",technology,4,8,Historian
18,UG,7.5,79,52,65,56,5,4,3,1,3,24,1,music,technology,12,6,Engineering
26,PG,8.8,68,95,69,69,3,3,2,3,1,11,0,debate,technology,11,5,MBA
24,UG,7.9,76,64,68,86,2,4,3,1,1,14,1,gaming,arts,11,10,Software Engineer
17,Grade 12,7.6,73,95,60,79,3,3,2,3,2,23,1,"coding, writing, sports",technology,12,7,Medicine
17,Grade 12,8.8,88,82,77,76,3,2,4,5,2,8,1,"science, painting, dance",arts,7,5,Medicine
27,PG,8.9,72,71,87,96,2,2,2,2,2,21,1,dance,healthcare,11,7,Medicine
23,UG,7.7,71,75,58,94,3,2,3,3,2,17,1,coding,business,8,6,Finance Manager
17,Grade 12,6.7,73,66,50,58,2,1,2,2,2,26,1,"finance, coding",healthcare,9,3,CA
22,UG,8.7,74,71,73,57,2,1,3,5,3,18,0,"writing, music",arts,7,6,Defence Persenal
21,UG,8.3,97,66,50,63,3,4,4,2,1,35,1,"science, dance",arts,10,9,Arts
19,UG,5.7,62,79,79,65,4,3,4,4,3,20,1,"travel, painting",arts,10,6,Lawyer
13,Grade 10,8.2,74,88,87,55,2,1,2,2,2,17,0,research,technology,15,4,Software Engineer
19,UG,8.2,85,55,67,62,2,2,2,2,1,15,1,"gaming, reading, music",arts,12,6,Arts
14,Grade 10,7.7,54,82,60,50,2,2,3,1,4,33,0,reading,arts,10,6,Data Scientist
14,Grade 10,8,84,62,60,68,2,1,4,3,1,9,1,research,business,6,4,Lawyer
22,UG,6.9,93,71,76,75,1,1,4,2,2,14,0,"coding, history, sports",technology,10,4,Defence Persenal
13,Grade 10,6.5,81,65,56,71,2,4,3,1,4,14,0,sports,arts,6,10,Defence Persenal
24,PG,8.9,71,77,57,67,2,2,2,2,3,22,0,"dance, sports",business,8,5,Data Scientist
24,PG,6.8,71,83,73,50,2,2,4,3,2,21,1,reading,healthcare,6,6,Engineering
18,UG,9.1,91,64,69,84,1,4,1,2,2,13,0,"history, reading",technology,8,10,Historian
26,PG,7.4,78,67,83,56,2,3,4,4,2,19,1,"finance, sports, history",technology,11,7,MBA
22,UG,7.2,59,73,81,51,1,3,2,3,2,15,1,science,arts,9,8,Arts
26,PG,7.7,72,81,74,72,2,1,2,3,3,24,1,"reading, debate",arts,13,6,Medicine
21,UG,5.6,71,68,84,68,2,4,1,2,4,18,1,"sports, gaming, history",arts,11,6,Engineering
25,UG,6.6,88,70,85,61,3,3,2,4,4,22,1,debate,technology,11,7,Lawyer
25,UG,5.3,76,65,52,55,1,4,3,3,4,16,0,"finance, gaming, science",business,5,9,Medicine
17,Grade 12,9.2,71,86,63,72,3,1,3,2,2,21,1,"sports, travel",business,10,6,Arts
25,UG,8.5,86,75,90,66,3,1,3,4,2,16,0,"reading, science, history",arts,7,5,MBA
19,UG,7.5,62,63,71,58,2,4,1,3,3,23,0,"gaming, history, finance",business,10,9,Engineering
21,UG,7.1,67,50,82,72,1,2,4,3,1,21,1,dance,business,9,6,Data Scientist
13,Grade 10,6.9,67,83,51,56,3,3,5,2,3,22,1,"travel, writing",technology,10,7,Medicine
18,UG,5.8,61,68,73,75,3,3,4,1,2,23,1,"science, gaming",technology,12,7,CA
24,PG,7.9,92,69,56,65,2,1,3,2,2,26,0,"travel, painting, writing",healthcare,9,7,Data Scientist
15,Grade 10,9.3,70,63,95,95,3,5,4,2,3,14,1,"sports, dance",business,6,6,Software Engineer
23,UG,7.6,72,77,53,91,2,3,4,4,4,7,1,"music, debate, coding",business,9,6,Engineering
18,UG,6.7,54,77,69,68,4,2,3,3,5,22,0,coding,arts,8,8,Medicine
23,UG,5.8,63,77,52,68,1,4,3,1,3,16,1,gaming,technology,8,8,Finance Manager
14,Grade 10,7.7,66,80,76,63,1,3,3,3,5,22,0,"coding, research, writing",business,12,3,Arts
19,UG,8.5,61,80,77,74,1,3,2,2,3,28,1,"gaming, sports, coding",business,11,5,Finance Manager
22,UG,8.6,85,69,72,50,3,3,2,2,2,26,0,"science, research",business,8,7,Medicine
15,Grade 10,6.7,76,72,62,50,4,2,3,2,4,10,0,"finance, reading",healthcare,10,7,Software Engineer
17,Grade 12,6.5,64,80,69,92,3,1,3,1,2,26,0,"painting, research, history",business,10,8,Historian
23,UG,7.1,77,78,61,65,2,3,2,2,3,22,1,gaming,healthcare,12,7,Software Engineer
16,Grade 12,6.5,79,82,72,57,3,2,2,2,2,20,1,science,healthcare,12,7,Defence Persenal
13,Grade 10,5.8,75,69,58,58,4,3,1,2,3,19,0,"dance, sports, coding",healthcare,7,7,Software Engineer
14,Grade 10,8,83,83,61,68,4,3,3,2,3,25,0,"science, travel, writing",arts,12,8,Medicine
20,UG,6.5,67,81,71,62,2,2,4,1,3,29,1,travel,technology,8,8,Arts
17,Grade 12,5,77,87,60,78,4,1,1,1,3,22,1,"coding, sports",arts,10,8,IT Specialist
21,UG,8.8,66,70,79,68,2,2,2,3,4,16,0,"coding, reading, dance",arts,12,10,MBA
13,Grade 10,6.6,85,73,52,61,2,4,3,2,3,24,0,"travel, history",business,13,6,Software Engineer
27,PG,5.6,70,79,67,66,1,3,2,4,3,13,1,"music, science, gaming",technology,10,5,Finance Manager
16,Grade 12,9.4,70,100,80,72,2,4,3,1,2,6,1,dance,business,10,7,Data Scientist
22,UG,9.1,68,84,83,90,3,1,2,2,2,18,0,"reading, painting, research",healthcare,6,5,Medicine
25,UG,7,69,76,52,74,2,3,2,2,3,23,1,gaming,technology,9,5,Historian
13,Grade 10,8.5,80,64,50,56,3,1,3,2,4,21,0,"travel, finance",arts,9,6,Software Engineer
26,UG,8.1,76,57,80,91,4,3,2,1,1,21,1,research,business,10,8,CA
14,Grade 10,6,76,69,69,64,2,3,3,5,3,23,0,"coding, history, painting",healthcare,13,8,IT Specialist
14,Grade 10,8.7,66,86,100,76,4,4,4,2,3,27,0,"sports, reading, coding",arts,6,7,Data Scientist
20,UG,6.8,74,72,50,73,1,4,3,2,1,17,1,"reading, coding",healthcare,7,10,Historian
17,Grade 12,8,64,78,74,68,1,3,2,3,2,18,1,painting,technology,8,3,Engineering
19,UG,6.9,76,57,76,53,4,1,2,4,3,17,1,"reading, sports",technology,8,8,Software Engineer
16,Grade 12,6.9,73,86,61,62,2,2,4,3,1,14,1,dance,business,11,6,CA
16,Grade 12,6.2,81,89,60,100,3,1,2,1,3,19,1,science,business,6,3,IT Specialist
23,UG,7.7,67,61,60,67,2,3,3,1,3,26,0,debate,healthcare,5,10,Arts
17,Grade 12,6.5,68,66,61,57,3,5,3,3,2,24,1,"research, travel",technology,3,3,Finance Manager
17,Grade 12,7.8,65,79,73,77,2,3,3,3,3,31,1,sports,healthcare,14,4,IT Specialist
16,Grade 12,7.5,61,80,51,70,1,3,2,2,3,27,1,"sports, research, dance",business,13,6,IT Specialist
22,UG,7.8,70,63,78,67,3,3,3,3,3,23,1,research,healthcare,8,5,Finance Manager
17,Grade 12,7.5,77,74,79,65,4,2,1,1,5,16,1,"writing, science, gaming",business,11,4,Finance Manager
17,Grade 12,5.9,65,79,72,73,3,2,2,2,2,18,0,"coding, dance",arts,12,9,CA
24,UG,6.3,71,72,70,94,3,3,1,4,4,28,1,"travel, sports, painting",healthcare,8,5,Defence Persenal
21,UG,7.3,71,93,71,69,3,4,1,2,3,23,1,"painting, music",technology,12,5,Finance Manager
19,UG,5,73,77,66,84,5,1,2,2,2,19,1,"history, debate, sports",technology,7,9,CA
