id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
5770,20,UG,7.1,85,79,58,79,3,2,3,3,3,5,0,"research, gaming, history",business,4,5,Defence Persenal
5771,17,Grade 12,9.7,66,80,56,73,4,3,2,1,2,23,1,"history, painting",healthcare,11,5,MBA
5772,19,UG,10.0,67,74,91,77,3,1,2,3,3,24,1,"debate, dance, coding",technology,7,5,MBA
5773,17,Grade 12,6.4,67,76,75,54,3,2,3,3,3,9,1,"writing, science",arts,9,4,Software Engineer
5774,16,Grade 12,7.1,74,96,70,73,4,2,1,2,3,13,1,"gaming, writing, painting",technology,13,3,Software Engineer
5775,20,UG,7.7,87,84,60,76,2,3,2,2,4,17,0,"coding, travel",business,14,7,MBA
5776,15,Grade 10,6.6,66,65,56,66,3,3,2,1,2,19,0,"dance, reading",arts,10,7,Software Engineer
5777,18,UG,7.7,74,67,73,66,2,1,2,3,1,20,1,"finance, history, debate",healthcare,9,4,Arts
5778,17,Grade 12,6.8,70,94,96,88,3,3,2,2,3,20,1,"gaming, science",healthcare,11,9,Historian
5779,23,PG,7.4,61,69,72,73,3,3,2,2,3,21,1,"finance, sports, coding",technology,7,8,Software Engineer
5780,20,UG,7.1,62,87,81,55,1,2,2,2,2,18,1,"finance, debate, travel",arts,11,8,Historian
5781,19,UG,6.6,75,74,77,80,3,2,2,3,2,18,0,"music, writing",business,7,6,Engineering
5782,24,PG,8.4,64,67,79,61,3,4,1,3,1,18,1,"writing, dance, coding",technology,6,3,Data Scientist
5783,22,UG,7.6,64,80,60,100,3,2,3,3,3,19,1,painting,technology,7,7,Medicine
5784,13,Grade 10,8.9,64,57,78,82,3,3,3,3,3,28,1,"history, gaming, dance",arts,14,10,IT Specialist
5785,17,Grade 12,6.5,76,83,57,80,3,3,2,3,2,11,1,"music, science",business,15,5,Arts
5786,15,Grade 10,6.6,75,74,92,72,4,2,3,1,1,20,1,"history, research, reading",arts,9,7,Finance Manager
5787,17,Grade 12,7.9,69,79,65,54,3,1,1,2,2,24,1,"science, finance",technology,6,9,MBA
5788,28,UG,8.2,67,76,67,59,1,1,2,3,1,20,1,"travel, research",healthcare,12,9,Engineering
5789,19,UG,7.7,81,74,75,85,3,1,1,2,2,25,0,"research, writing",arts,8,7,Engineering
5790,18,UG,6.7,68,70,58,94,2,3,3,2,2,18,0,"writing, coding",arts,11,6,Engineering
5791,22,UG,7.7,71,96,93,72,4,1,2,4,2,22,1,"writing, finance, science",healthcare,13,7,Medicine
5792,24,PG,7.7,73,66,73,57,5,3,3,3,2,16,0,"coding, reading",arts,11,8,Lawyer
5793,27,UG,5.0,73,71,62,72,3,3,2,2,3,27,0,"coding, finance",arts,11,7,Historian
5794,17,Grade 12,9.3,66,75,67,65,1,4,4,3,1,25,0,sports,healthcare,12,9,Finance Manager
5795,19,UG,7.1,91,66,78,73,3,3,2,2,5,21,1,"research, history, dance",arts,12,6,Data Scientist
5796,26,PG,7.6,91,69,80,59,2,1,3,2,3,19,1,"research, science",arts,10,7,Arts
5797,19,UG,6.5,75,64,71,99,3,3,2,3,2,26,0,"travel, debate, history",technology,11,8,Arts
5798,20,UG,7.5,67,79,53,62,2,3,3,2,3,18,0,"finance, history, sports",healthcare,10,9,IT Specialist
5799,22,UG,8.5,69,100,100,81,3,2,1,3,4,12,0,"finance, travel, research",technology,7,7,Engineering
5800,21,UG,7.0,72,79,74,65,3,4,2,2,4,23,0,"science, research, music",arts,9,7,Finance Manager
5801,16,Grade 12,7.9,77,78,79,74,3,1,2,1,2,16,0,"coding, music",arts,8,9,MBA
5802,15,Grade 10,7.4,61,70,83,78,2,2,2,4,3,20,0,travel,healthcare,9,7,Engineering
5803,16,Grade 12,9.3,74,76,50,73,1,3,2,3,3,24,0,"history, writing, science",healthcare,6,5,Lawyer
5804,21,UG,9.0,90,66,70,68,3,1,1,3,3,16,1,"sports, dance, writing",healthcare,13,9,IT Specialist
5805,19,UG,8.4,96,74,61,61,2,3,3,1,3,13,0,"reading, history",arts,9,5,Engineering
5806,14,Grade 10,8.5,54,60,86,50,4,2,3,4,2,17,1,"dance, research",arts,8,7,IT Specialist
5807,23,UG,7.8,91,75,71,74,1,3,3,3,3,11,0,"coding, painting",business,11,5,Historian
5808,20,UG,8.1,56,83,59,50,2,3,4,4,3,19,1,writing,technology,6,4,Finance Manager
5809,16,Grade 12,7.2,77,76,61,83,1,1,1,3,2,23,0,"debate, research, sports",arts,6,5,Defence Persenal
5810,21,UG,9.2,69,56,87,76,4,2,2,2,1,32,1,"travel, science, sports",business,10,5,Lawyer
5811,19,UG,8.1,69,83,77,81,2,1,1,1,4,22,0,debate,business,7,5,Lawyer
5812,17,Grade 12,6.0,91,86,58,64,2,2,4,2,2,12,0,"gaming, coding, debate",technology,11,5,Medicine
5813,23,UG,5.3,79,89,50,60,2,3,2,2,2,24,1,"painting, travel, music",technology,9,6,Data Scientist
5814,24,UG,6.1,51,81,70,86,2,4,2,3,1,16,0,"reading, science, painting",arts,10,6,CA
5815,20,UG,7.6,50,78,88,87,4,2,2,2,4,26,1,"finance, debate",arts,11,8,Software Engineer
5816,17,Grade 12,6.8,93,78,59,58,2,1,3,2,3,14,0,music,technology,5,6,Defence Persenal
5817,19,UG,5.5,70,75,63,75,2,2,5,3,1,22,0,"painting, writing",technology,16,7,MBA
5818,17,Grade 12,8.2,65,66,73,66,2,3,2,3,2,19,1,"writing, travel, coding",technology,3,7,Finance Manager
5819,21,UG,8.1,76,62,62,63,1,1,3,3,2,21,1,"debate, coding",healthcare,3,4,CA
5820,15,Grade 10,5.8,79,74,71,56,2,4,2,1,2,22,0,"debate, coding, travel",healthcare,5,7,Lawyer
5821,24,PG,6.8,100,72,92,71,2,2,3,4,3,11,1,dance,healthcare,6,6,Finance Manager
5822,25,PG,5.0,87,53,73,70,3,2,4,3,2,25,0,painting,arts,9,10,Finance Manager
5823,20,UG,6.2,67,76,67,73,2,1,2,1,4,24,1,dance,technology,4,7,Defence Persenal
5824,22,UG,7.7,57,100,72,72,2,4,4,1,3,24,0,"dance, travel, painting",business,15,8,Lawyer
5825,21,UG,8.7,81,55,70,66,2,3,3,2,2,12,1,science,technology,9,5,CA
5826,21,UG,7.6,62,67,73,66,3,1,3,4,2,21,1,research,business,6,6,Engineering
5827,21,UG,6.4,69,71,93,83,2,4,1,3,3,11,1,"science, writing, history",healthcare,9,4,CA
5828,18,UG,5.3,79,64,80,74,2,4,3,4,2,16,1,history,business,8,8,Software Engineer
5829,24,PG,7.6,84,66,70,61,4,2,3,3,3,20,0,"debate, music",business,13,9,CA
5830,19,UG,7.2,86,69,56,76,3,2,3,3,2,40,0,dance,business,9,4,Engineering
5831,21,UG,6.0,66,50,65,70,5,3,3,1,4,21,1,music,arts,9,7,Arts
5832,18,UG,8.3,56,70,68,85,4,2,3,3,2,23,1,travel,healthcare,12,5,Engineering
5833,21,UG,9.6,78,85,76,76,1,4,3,3,2,22,1,"science, finance",technology,10,9,Engineering
5834,18,UG,6.6,56,83,79,64,2,4,2,1,2,24,0,"sports, dance, debate",business,7,6,Data Scientist
5835,23,PG,9.3,79,75,80,82,1,2,2,1,4,22,1,debate,arts,8,6,Finance Manager
5836,23,PG,6.3,89,83,90,78,2,4,1,3,3,22,0,"travel, dance",business,7,8,Arts
5837,13,Grade 10,6.8,75,77,86,50,4,2,3,2,4,15,1,"debate, science",healthcare,9,8,Data Scientist
5838,18,UG,7.2,75,68,68,78,2,2,3,3,3,29,0,"dance, history",arts,13,7,Arts
5839,23,UG,10.0,59,61,74,82,3,3,2,1,3,11,1,"finance, debate, writing",business,9,10,Defence Persenal
5840,15,Grade 10,8.0,72,94,67,80,1,3,3,3,3,25,0,"finance, debate, painting",technology,12,3,MBA
5841,20,UG,6.8,60,71,97,100,2,3,2,1,3,13,0,"sports, dance, travel",healthcare,14,6,IT Specialist
5842,21,UG,8.3,89,67,71,86,3,3,1,2,3,17,1,"debate, history",arts,11,8,CA
5843,21,UG,6.8,71,76,70,71,1,3,1,1,5,25,1,"gaming, history, dance",healthcare,12,8,Data Scientist
5844,13,Grade 10,5.9,78,56,66,50,3,3,3,2,2,14,1,"science, writing, painting",healthcare,5,7,Data Scientist
5845,17,Grade 12,9.1,71,66,89,74,1,3,1,4,1,27,1,reading,healthcare,8,10,Medicine
5846,19,UG,6.5,87,75,90,66,1,2,2,2,2,9,1,science,technology,8,4,Arts
5847,22,UG,7.4,50,71,50,61,2,3,3,3,3,11,1,"dance, painting",technology,15,5,CA
5848,19,UG,8.2,97,67,70,78,3,3,3,3,2,25,1,"writing, travel",technology,11,6,Software Engineer
5849,20,UG,6.5,62,89,82,78,3,1,3,1,2,21,0,"reading, sports, coding",technology,11,4,CA
5850,23,UG,8.9,76,80,89,78,2,3,2,3,2,23,0,"history, science, gaming",technology,7,8,Data Scientist
5851,21,UG,5.7,67,85,58,94,1,2,4,3,2,9,0,"history, debate, painting",technology,12,3,Software Engineer
5852,30,UG,7.3,51,68,67,79,2,4,2,3,4,22,1,"science, sports, reading",healthcare,4,6,MBA
5853,26,UG,6.3,74,77,66,58,5,1,1,1,2,11,1,"writing, music",technology,10,8,Lawyer
5854,13,Grade 10,7.1,76,83,78,71,3,1,2,3,2,8,1,"reading, gaming",business,8,10,Finance Manager
5855,13,Grade 10,8.8,84,77,90,75,2,5,4,3,3,27,0,"dance, writing, finance",arts,8,10,Finance Manager
5856,15,Grade 10,7.3,68,84,78,70,2,2,2,2,3,10,1,travel,technology,13,6,CA
5857,13,Grade 10,5.6,90,86,52,64,3,2,2,3,2,12,1,"painting, coding",technology,7,8,CA
5858,20,UG,6.5,84,67,79,83,3,3,2,4,3,27,1,"sports, dance",technology,4,10,Arts
5859,17,Grade 12,6.6,75,71,60,82,1,2,2,3,2,19,0,"sports, science, music",business,7,6,Software Engineer
5860,21,UG,6.7,55,73,85,89,3,2,4,1,2,7,0,"gaming, travel",technology,8,7,CA
5861,25,PG,8.6,64,88,58,65,2,1,2,3,1,24,0,debate,arts,10,5,Engineering
5862,14,Grade 10,6.7,79,70,56,69,3,2,2,3,3,16,0,reading,arts,11,7,Lawyer
5863,14,Grade 10,8.9,74,81,60,73,1,3,2,1,3,7,0,"finance, reading, debate",healthcare,6,8,MBA
5864,23,UG,7.3,92,79,50,76,4,3,3,2,2,24,1,"finance, history, sports",arts,8,6,Lawyer
5865,21,UG,10.0,88,80,50,71,3,1,2,4,2,28,1,"writing, reading, dance",healthcare,13,3,Medicine
5866,22,UG,8.4,62,82,82,83,2,3,3,3,3,15,1,"finance, music, dance",business,7,6,Data Scientist
5867,18,UG,5.7,86,75,68,82,2,2,1,1,3,19,1,research,business,7,3,Engineering
5868,22,UG,8.7,74,67,68,65,2,2,5,3,3,8,1,music,healthcare,7,10,Defence Persenal
5869,14,Grade 10,8.0,65,74,71,51,3,4,3,4,2,16,1,"reading, dance, gaming",arts,13,10,Lawyer
5870,18,UG,8.2,79,71,50,70,3,2,1,1,5,25,0,"reading, writing, science",arts,9,9,Arts
5871,19,UG,6.2,89,58,61,85,3,2,2,4,2,23,1,"finance, debate, writing",healthcare,6,6,Finance Manager
5872,20,UG,6.2,93,66,57,82,3,2,3,3,4,14,0,music,arts,10,5,Finance Manager
5873,16,Grade 12,6.2,81,83,65,62,2,3,2,3,3,24,0,"painting, history, finance",technology,9,8,MBA
5874,20,UG,7.4,53,89,75,70,2,1,3,4,2,24,1,"debate, music",technology,9,6,Engineering
5875,19,UG,6.5,76,53,69,50,3,1,4,3,3,26,1,"music, science, finance",technology,7,6,Finance Manager
5876,13,Grade 10,6.1,79,70,73,65,4,3,1,3,1,28,0,"finance, dance, coding",arts,7,5,IT Specialist
5877,15,Grade 10,6.2,71,64,73,71,3,1,1,4,2,26,0,"sports, gaming, reading",technology,9,5,Medicine
5878,29,UG,8.3,62,73,76,50,2,3,3,4,3,31,0,"gaming, dance",business,17,6,Arts
5879,21,UG,7.6,78,85,67,56,3,3,4,4,3,21,1,"science, history",technology,10,6,CA
5880,21,UG,6.4,73,83,71,54,3,3,3,3,2,24,1,writing,arts,11,7,Finance Manager
5881,20,UG,6.8,66,64,69,77,3,4,2,3,2,16,0,"dance, research",technology,5,5,Engineering
5882,14,Grade 10,8.0,71,78,56,50,2,3,2,2,2,22,0,painting,technology,6,6,Historian
5883,15,Grade 10,9.8,81,79,50,59,3,2,3,2,3,20,0,"gaming, research",technology,11,5,Data Scientist
5884,22,UG,7.4,73,96,93,73,4,1,2,2,3,11,0,sports,arts,8,5,MBA
5885,23,UG,7.1,71,74,89,74,3,3,2,4,1,5,0,"dance, research, reading",healthcare,7,8,MBA
5886,22,UG,10.0,74,77,91,50,3,3,3,2,3,17,1,finance,business,5,5,Historian
5887,15,Grade 10,9.1,85,76,63,86,2,1,2,3,3,14,0,"history, science, finance",business,7,7,Software Engineer
5888,20,UG,8.1,84,61,81,53,1,3,3,2,3,24,0,"painting, travel",healthcare,12,4,Finance Manager
5889,22,UG,8.8,81,83,74,62,2,2,2,1,2,9,0,coding,technology,14,7,Lawyer
5890,18,UG,7.9,88,84,60,68,2,2,3,3,3,20,0,"gaming, finance",arts,17,7,Software Engineer
5891,20,UG,7.8,85,62,51,69,4,2,2,2,2,36,1,coding,technology,9,6,Data Scientist
5892,27,UG,6.4,81,81,82,66,4,2,2,1,2,17,0,"writing, gaming",technology,9,6,MBA
5893,18,UG,6.5,68,84,79,63,3,4,4,1,4,21,0,research,technology,9,8,IT Specialist
5894,14,Grade 10,8.6,72,84,79,64,2,1,1,4,3,24,1,"writing, debate",healthcare,14,6,CA
5895,14,Grade 10,6.6,78,67,64,68,3,4,1,4,5,29,0,"science, sports",business,10,8,Engineering
5896,26,UG,7.6,78,91,58,51,1,4,2,4,5,11,1,"reading, writing",healthcare,5,5,IT Specialist
5897,21,UG,7.9,53,69,67,62,2,3,2,2,2,27,0,"gaming, music",technology,7,6,Engineering
5898,21,UG,6.1,67,79,76,75,2,4,3,4,2,21,1,coding,healthcare,3,6,Engineering
5899,24,PG,8.6,50,75,68,50,3,2,3,2,3,16,1,research,business,11,10,IT Specialist
5900,20,UG,9.9,98,82,50,61,3,2,2,3,3,19,0,"travel, debate",arts,14,6,Medicine
5901,25,UG,6.4,81,82,70,71,1,3,2,2,1,18,1,"research, science",technology,11,4,Engineering
5902,19,UG,6.4,74,100,94,69,1,2,4,2,3,24,1,reading,business,8,6,Defence Persenal
5903,13,Grade 10,7.6,93,85,91,63,2,3,4,2,1,17,1,painting,business,12,7,Medicine
5904,13,Grade 10,8.4,66,85,53,75,3,3,2,2,3,22,0,dance,arts,8,5,Lawyer
5905,20,UG,6.4,87,85,68,87,4,3,3,3,3,16,1,research,business,5,5,Medicine
5906,27,UG,7.7,71,81,74,77,1,2,1,2,3,7,0,sports,business,10,9,Medicine
5907,22,UG,5.7,67,70,64,50,2,2,2,4,3,18,0,"painting, dance",arts,9,6,Engineering
5908,22,UG,7.5,87,58,60,57,4,2,4,1,1,11,0,"research, dance, writing",business,13,8,CA
5909,22,UG,8.9,69,90,61,55,2,3,3,1,3,21,0,"dance, writing, debate",healthcare,12,9,MBA
5910,21,UG,6.4,97,95,93,50,2,2,2,3,2,24,0,"history, science, research",arts,14,8,Software Engineer
5911,21,UG,8.2,83,66,93,90,3,3,1,3,2,15,1,"finance, research",arts,7,5,Defence Persenal
5912,16,Grade 12,10.0,80,70,71,73,4,3,3,1,2,22,0,"travel, finance",technology,10,6,CA
5913,25,PG,7.5,82,83,75,88,3,3,1,2,3,15,0,dance,technology,8,4,Software Engineer
5914,17,Grade 12,7.8,63,66,61,73,2,3,1,2,3,15,0,gaming,healthcare,17,6,Arts
5915,20,UG,8.8,78,92,74,59,3,3,3,2,2,18,0,"history, sports, reading",healthcare,7,6,Defence Persenal
5916,18,UG,8.0,81,82,56,51,2,3,3,2,1,24,0,"travel, sports, dance",technology,10,6,Historian
5917,14,Grade 10,6.5,83,77,55,63,2,3,3,1,4,18,1,"coding, gaming",healthcare,13,10,Finance Manager
5918,15,Grade 10,7.9,79,71,50,73,2,3,1,4,3,19,0,"painting, research, finance",technology,12,7,MBA
5919,18,UG,6.9,87,65,63,52,3,4,2,3,4,17,1,"finance, reading",business,12,3,Lawyer
5920,30,UG,7.5,72,72,77,84,1,3,2,2,3,14,0,"finance, writing",technology,7,5,Data Scientist
5921,18,UG,8.5,77,57,82,54,1,3,3,4,1,20,1,music,technology,8,4,Arts
5922,24,UG,7.8,64,87,68,70,3,3,2,4,2,22,1,science,healthcare,7,7,IT Specialist
5923,19,UG,6.8,74,68,52,70,1,3,1,3,3,18,1,"sports, writing",arts,13,7,Software Engineer
5924,21,UG,7.0,83,87,80,59,3,3,1,3,2,27,0,"coding, painting, writing",arts,12,7,Engineering
5925,22,UG,6.1,72,68,80,69,2,2,2,3,3,15,1,"painting, reading",arts,8,8,Defence Persenal
5926,30,UG,6.7,59,95,60,77,3,2,3,3,2,25,0,"music, science, research",arts,8,6,IT Specialist
5927,22,UG,9.1,76,76,52,64,1,1,3,3,2,22,1,"research, history, music",business,6,6,Arts
5928,22,UG,7.8,91,74,86,82,3,2,3,2,2,15,0,"research, gaming",technology,10,9,Finance Manager
5929,21,UG,8.2,83,79,64,70,3,1,2,2,2,28,0,"gaming, music",technology,12,5,Engineering
5930,14,Grade 10,6.8,77,78,86,75,3,3,2,2,3,33,1,music,business,6,7,Finance Manager
5931,13,Grade 10,7.5,78,75,79,50,2,3,4,5,1,22,1,dance,arts,9,10,Software Engineer
5932,15,Grade 10,7.9,69,63,74,67,2,3,3,1,3,21,0,coding,healthcare,11,6,CA
5933,19,UG,6.5,91,72,80,72,3,1,3,4,3,25,1,"research, debate, science",business,9,9,Finance Manager
5934,17,Grade 12,5.7,54,62,85,52,3,3,2,2,2,7,1,"dance, research, writing",business,8,9,Finance Manager
5935,19,UG,7.5,63,80,68,69,3,2,2,3,2,23,1,"history, travel, science",healthcare,11,6,Finance Manager
5936,17,Grade 12,7.4,65,88,80,61,3,4,2,3,2,29,1,"science, debate, history",technology,7,6,Data Scientist
5937,16,Grade 12,8.9,52,88,71,72,2,4,1,2,4,18,1,"reading, sports, travel",technology,8,4,IT Specialist
5938,17,Grade 12,10.0,77,66,65,59,2,2,2,4,2,16,1,"gaming, painting",technology,14,3,Software Engineer
5939,16,Grade 12,7.6,56,72,55,84,3,3,3,4,2,23,0,"writing, travel",arts,8,8,Historian
5940,23,PG,8.7,70,82,64,60,3,2,2,3,3,14,0,"science, painting, sports",healthcare,10,6,Lawyer
5941,15,Grade 10,6.4,79,77,76,67,3,4,3,4,2,19,1,"painting, gaming, research",healthcare,12,8,Lawyer
5942,26,PG,8.4,70,81,88,79,2,3,2,1,2,18,0,"writing, finance, travel",arts,12,6,Software Engineer
5943,14,Grade 10,6.7,85,73,73,82,3,2,1,3,3,21,1,coding,arts,17,9,IT Specialist
5944,21,UG,8.9,77,69,67,61,2,2,2,1,1,12,1,"history, reading",healthcare,13,7,Arts
5945,13,Grade 10,6.5,70,78,97,56,2,3,3,2,3,26,1,travel,healthcare,6,9,IT Specialist
5946,13,Grade 10,8.0,73,74,87,78,1,4,3,2,3,15,0,"coding, painting",arts,8,3,Data Scientist
5947,24,PG,9.8,70,81,68,83,1,2,5,2,2,19,1,"finance, coding",arts,12,9,Engineering
5948,14,Grade 10,8.5,85,72,100,64,2,3,3,3,1,22,0,coding,business,7,7,Engineering
5949,16,Grade 12,8.4,70,82,76,50,4,1,4,3,5,13,1,painting,arts,12,8,MBA
5950,19,UG,8.5,72,78,76,72,3,1,3,1,1,19,0,"debate, science",healthcare,8,5,Arts
5951,25,PG,7.4,82,59,80,84,3,2,2,1,2,24,1,"music, sports, reading",healthcare,12,5,Historian
5952,14,Grade 10,7.8,70,80,51,84,4,3,3,4,2,12,0,coding,arts,9,7,Finance Manager
5953,21,UG,7.7,82,74,61,100,4,4,3,2,2,9,0,"finance, reading",healthcare,10,7,CA
5954,14,Grade 10,6.6,77,75,63,72,3,3,2,3,2,18,1,"dance, coding",arts,12,6,Engineering
5955,21,UG,5.9,63,64,100,85,1,4,3,1,2,21,0,finance,business,9,5,Medicine
5956,16,Grade 12,5.8,73,73,71,92,2,3,5,2,2,25,1,"history, music, writing",arts,12,8,CA
5957,16,Grade 12,6.7,61,69,70,78,2,4,2,2,1,39,0,"sports, music, reading",arts,7,7,Defence Persenal
5958,19,UG,7.7,88,50,59,75,2,3,4,2,1,22,1,"reading, history, painting",healthcare,11,7,Historian
5959,16,Grade 12,7.4,64,92,65,72,1,2,3,2,3,29,1,history,healthcare,8,6,Arts
5960,24,UG,8.6,85,82,97,58,3,2,3,2,3,17,1,"travel, gaming",business,7,6,Historian
5961,22,UG,7.4,67,84,75,59,2,2,3,5,3,12,1,"research, painting, reading",healthcare,5,7,CA
5962,28,PG,10.0,67,92,73,74,2,2,3,2,1,11,1,"travel, coding, reading",healthcare,8,7,Lawyer
5963,18,UG,8.2,72,89,79,76,2,1,3,4,5,18,1,travel,arts,7,7,Data Scientist
5964,19,UG,5.0,75,51,79,82,2,1,3,4,3,25,1,travel,business,6,7,CA
5965,18,UG,7.4,59,79,59,62,3,3,3,2,1,13,0,"reading, finance, debate",business,10,7,CA
5966,24,PG,9.3,100,59,68,53,3,4,2,3,2,12,1,writing,arts,7,3,Arts
5967,22,UG,6.8,80,92,71,85,2,3,1,3,1,16,1,"travel, history",business,7,3,Arts
5968,17,Grade 12,6.4,63,65,69,69,2,1,2,2,3,17,1,"science, dance, gaming",business,9,7,Data Scientist
5969,17,Grade 12,9.3,75,74,74,64,3,4,1,2,2,28,1,"writing, dance",business,5,6,Lawyer
5970,19,UG,9.4,82,78,77,58,3,4,1,2,3,16,0,"research, painting, sports",arts,15,8,Defence Persenal
5971,18,UG,9.0,69,70,80,65,1,2,1,4,3,11,0,painting,technology,9,8,Medicine
5972,16,Grade 12,6.8,73,81,93,50,3,3,2,3,1,19,1,dance,healthcare,14,7,IT Specialist
5973,24,UG,8.2,75,84,75,80,3,3,1,2,2,13,1,"science, research",arts,5,6,Arts
5974,13,Grade 10,8.2,74,84,59,80,3,3,3,2,3,20,1,"coding, travel",healthcare,5,7,Arts
5975,22,UG,5.5,66,73,58,58,3,1,1,2,2,21,0,"finance, research, reading",technology,12,7,Engineering
5976,14,Grade 10,6.0,83,77,60,69,3,2,4,3,3,11,0,history,healthcare,10,8,CA
5977,26,UG,8.0,71,87,80,87,3,3,3,3,2,19,1,research,healthcare,7,3,CA
5978,22,UG,6.1,63,77,76,78,2,3,3,2,2,16,1,"coding, finance",arts,8,6,Historian
5979,20,UG,8.3,73,86,55,58,1,4,1,2,1,21,1,"research, music, debate",business,9,3,Finance Manager
5980,18,UG,7.4,72,72,57,84,2,3,2,2,3,12,1,"finance, research",business,5,4,Engineering
5981,18,UG,7.3,72,71,52,71,4,4,3,3,2,18,0,"research, debate",technology,11,5,Medicine
5982,27,PG,6.2,80,53,73,67,4,1,3,1,1,20,1,"history, dance, gaming",arts,13,8,Software Engineer
5983,22,UG,8.1,64,78,50,64,3,3,3,3,4,26,1,"dance, research, coding",healthcare,12,5,Lawyer
5984,24,UG,8.8,86,87,93,70,3,4,2,3,3,20,0,"coding, gaming, reading",healthcare,13,8,Defence Persenal
5985,19,UG,8.2,66,59,64,53,2,2,3,3,3,21,1,"coding, gaming, science",technology,10,8,IT Specialist
5986,25,PG,6.4,54,80,78,76,5,3,4,4,2,17,1,"writing, coding, music",technology,5,6,Engineering
5987,13,Grade 10,8.8,76,64,55,89,3,1,3,1,2,18,1,"gaming, history, painting",arts,9,6,Historian
5988,16,Grade 12,7.2,74,71,71,81,1,1,2,2,3,20,0,"writing, research",technology,7,4,Historian
5989,17,Grade 12,6.2,66,86,78,66,2,3,3,3,3,15,1,dance,arts,10,7,Lawyer
5990,21,UG,7.2,61,85,62,72,4,1,1,4,4,26,1,"history, research",arts,13,5,Lawyer
5991,27,UG,8.4,66,91,74,56,3,3,1,4,1,19,1,sports,technology,8,3,Finance Manager
5992,20,UG,7.9,67,83,63,65,3,3,3,2,5,15,1,"science, finance",business,5,6,Finance Manager
5993,18,UG,7.3,50,80,61,79,3,1,2,3,3,21,0,"dance, sports, writing",business,10,6,Defence Persenal
5994,17,Grade 12,6.9,73,80,52,73,2,2,1,2,2,30,0,painting,healthcare,10,10,Medicine
5995,19,UG,6.5,95,62,64,56,2,1,3,3,2,16,0,"gaming, reading, music",arts,8,10,CA
5996,16,Grade 12,9.9,81,75,87,58,3,2,1,2,3,19,1,"dance, painting",business,10,10,Data Scientist
5997,23,UG,8.5,77,76,74,50,2,4,4,2,2,30,1,reading,business,5,6,Historian
5998,17,Grade 12,8.3,84,66,71,50,4,1,1,2,1,24,1,"science, travel",technology,6,7,Lawyer
5999,22,UG,5.5,79,75,83,64,3,3,3,2,4,13,0,"research, history",healthcare,15,7,Lawyer
6000,13,Grade 10,9.6,62,70,88,76,3,4,2,2,2,20,1,"writing, debate",arts,12,7,Medicine
6001,18,UG,6.1,75,69,52,86,2,3,2,3,3,16,1,"coding, writing",business,12,7,Data Scientist
6002,23,UG,7.7,74,62,70,55,2,1,3,2,4,19,0,"history, research",business,13,8,IT Specialist
6003,21,UG,9.6,84,75,70,70,5,2,3,2,3,25,1,research,arts,13,5,Engineering
6004,15,Grade 10,8.3,75,78,60,50,1,4,2,3,2,26,0,"sports, music",arts,8,4,CA
6005,21,UG,6.6,62,81,87,71,1,2,2,3,3,27,1,"dance, sports",business,12,10,Data Scientist
6006,13,Grade 10,7.8,63,67,54,85,3,2,2,2,2,8,1,"music, research, finance",healthcare,14,10,MBA
6007,25,UG,7.2,73,75,57,72,3,1,3,2,3,19,0,"dance, gaming, history",healthcare,12,6,Medicine
6008,15,Grade 10,8.6,63,74,78,62,2,3,1,3,3,23,1,"writing, reading, finance",healthcare,6,5,Defence Persenal
6009,19,UG,8.2,76,50,75,85,4,2,2,4,3,14,0,"writing, reading",technology,3,7,Arts
6010,21,UG,8.6,78,55,66,95,2,3,2,2,3,17,1,science,arts,8,7,Software Engineer
6011,18,UG,6.7,75,81,76,75,2,2,3,3,3,16,1,"science, painting, coding",technology,10,6,Defence Persenal
6012,21,UG,6.2,82,85,89,81,2,4,1,2,2,25,0,"gaming, research, reading",arts,8,6,Arts
6013,24,PG,6.3,64,64,87,64,1,3,5,4,2,12,1,"writing, debate",arts,7,8,Data Scientist
6014,25,PG,6.3,88,75,67,73,1,2,4,3,2,17,0,debate,business,8,4,MBA
6015,17,Grade 12,5.6,59,95,78,68,4,2,2,2,3,19,1,"reading, research",healthcare,11,3,Defence Persenal
6016,17,Grade 12,8.7,66,70,80,63,5,2,1,1,3,24,1,"coding, music, dance",healthcare,16,5,CA
6017,28,PG,5.2,70,81,63,82,2,4,3,5,3,10,1,"research, reading, music",healthcare,5,4,Software Engineer
6018,19,UG,5.3,87,87,77,98,2,3,2,3,1,15,1,"travel, painting",technology,12,6,Arts
6019,13,Grade 10,6.4,60,67,76,72,2,1,3,3,2,37,1,"finance, writing",arts,6,6,Finance Manager
6020,18,UG,8.3,85,62,78,68,2,3,2,4,3,22,0,"finance, history, dance",arts,11,9,MBA
6021,21,UG,8.9,81,63,78,75,3,4,4,4,1,19,0,"debate, writing, dance",technology,9,5,Data Scientist
6022,13,Grade 10,6.9,95,77,60,78,3,2,3,3,1,31,0,"painting, sports",technology,11,7,Data Scientist
6023,24,UG,5.4,77,66,93,69,2,2,2,1,3,24,1,"dance, science, debate",arts,11,5,Finance Manager
6024,23,UG,8.6,74,52,80,50,1,4,2,1,3,23,1,"painting, reading, music",technology,10,9,Defence Persenal
