id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
11600,20,UG,9.2,86,73,72,52,1,2,1,4,3,23,1,travel,arts,6,7,Data Scientist
11601,26,PG,6.7,74,93,77,74,3,4,4,2,4,5,1,"research, science",healthcare,11,3,Finance Manager
11602,16,Grade 12,6.3,82,67,50,82,3,3,1,2,2,30,1,"science, history, dance",healthcare,10,8,Medicine
11603,16,Grade 12,6.6,75,67,61,84,4,2,1,1,3,15,0,travel,healthcare,9,9,Defence Persenal
11604,23,PG,9.6,59,80,64,69,3,4,1,3,2,24,0,"travel, dance, research",technology,9,7,Engineering
11605,23,UG,8.2,82,79,50,82,2,2,4,2,1,20,1,reading,healthcare,11,8,Lawyer
11606,23,PG,8.1,63,93,70,63,2,2,1,2,3,21,1,"sports, writing",technology,13,6,CA
11607,20,UG,7.3,79,61,82,75,3,3,3,1,2,22,1,"sports, history, finance",technology,11,8,Historian
11608,15,Grade 10,10.0,72,68,66,86,4,2,2,4,2,17,1,"reading, dance, debate",healthcare,9,9,Arts
11609,16,Grade 12,9.1,55,64,99,63,2,3,2,2,2,21,0,history,arts,10,4,MBA
11610,21,UG,7.3,66,61,69,82,3,3,2,4,3,9,1,"painting, debate",healthcare,3,10,MBA
11611,17,Grade 12,9.4,62,80,64,52,2,3,3,2,3,23,1,science,business,4,8,MBA
11612,24,UG,7.6,67,85,75,66,1,2,3,3,1,17,1,"finance, gaming, history",healthcare,8,6,Medicine
11613,21,UG,7.2,83,84,66,91,2,3,1,2,4,37,1,dance,technology,11,7,Defence Persenal
11614,21,UG,8.5,76,73,78,62,2,1,3,3,3,32,1,"painting, travel, dance",business,7,6,Historian
11615,16,Grade 12,8.0,85,54,81,74,4,1,4,3,3,22,0,"science, coding",business,7,7,MBA
11616,21,UG,10.0,76,59,55,68,2,3,3,1,2,24,0,science,technology,8,7,Finance Manager
11617,26,UG,8.3,86,60,91,67,1,2,4,3,4,23,1,sports,healthcare,8,8,Historian
11618,14,Grade 10,7.4,62,85,71,71,3,2,3,2,3,13,0,reading,arts,9,5,Finance Manager
11619,25,UG,7.3,82,68,66,81,2,4,2,3,4,29,0,"writing, dance",arts,5,3,Defence Persenal
11620,21,UG,5.3,81,72,69,78,3,4,3,2,2,35,1,"debate, reading",healthcare,10,10,Engineering
11621,13,Grade 10,7.5,84,62,50,50,2,3,5,3,3,25,1,"travel, writing, painting",healthcare,8,6,CA
11622,21,UG,8.1,68,76,74,64,3,2,2,2,3,25,1,"debate, dance",arts,12,8,IT Specialist
11623,16,Grade 12,7.7,68,80,57,83,3,1,2,3,1,21,1,"debate, dance, travel",healthcare,11,10,Finance Manager
11624,28,UG,8.6,79,60,74,73,3,3,2,5,2,14,1,"sports, music",business,5,10,Historian
11625,19,UG,8.7,64,66,68,55,4,2,3,3,1,16,0,"writing, sports, research",technology,12,7,Medicine
11626,25,UG,7.6,70,62,65,68,3,2,4,3,4,15,1,"music, travel, reading",healthcare,6,7,Medicine
11627,20,UG,7.0,91,99,75,79,3,1,2,3,1,18,0,writing,arts,10,7,Finance Manager
11628,21,UG,8.6,69,84,53,55,3,3,2,2,1,19,1,history,business,12,8,Lawyer
11629,16,Grade 12,7.4,80,67,95,74,1,3,3,3,2,18,1,writing,healthcare,9,6,Arts
11630,21,UG,6.9,61,70,80,58,2,2,2,3,4,28,1,"research, writing, sports",healthcare,8,10,Engineering
11631,18,UG,9.1,68,74,56,50,2,4,3,4,1,31,1,"music, reading",healthcare,13,4,Arts
11632,21,UG,9.4,86,78,79,65,2,2,3,3,2,20,1,"science, finance",business,8,8,Software Engineer
11633,17,Grade 12,8.3,60,79,72,72,2,2,1,4,3,19,1,"research, writing",business,10,7,MBA
11634,14,Grade 10,9.4,78,84,62,69,3,2,2,2,2,24,1,"debate, travel, history",healthcare,3,6,Medicine
11635,22,UG,6.4,81,77,50,66,1,3,3,2,2,20,1,"debate, dance",healthcare,11,7,CA
11636,18,UG,7.7,72,67,75,76,2,1,2,1,2,16,1,"history, travel, reading",arts,12,5,Data Scientist
11637,26,PG,6.7,74,58,91,76,3,3,2,2,3,30,1,"debate, research",healthcare,5,3,MBA
11638,14,Grade 10,8.5,66,68,50,69,2,3,2,2,3,27,1,"music, finance",arts,6,10,Lawyer
11639,18,UG,5.0,82,85,62,88,1,1,2,2,2,15,1,"debate, research, dance",healthcare,9,6,Medicine
11640,20,UG,8.3,80,79,59,71,4,1,2,2,2,17,1,"gaming, sports, writing",business,8,9,CA
11641,13,Grade 10,7.0,65,73,58,79,1,1,2,1,3,18,0,"coding, gaming, reading",business,12,7,Data Scientist
11642,20,UG,7.2,82,68,70,59,2,3,2,4,4,18,0,"sports, dance",business,7,5,Finance Manager
11643,18,UG,8.5,80,100,61,65,4,2,3,2,1,12,1,"travel, research",arts,5,5,Historian
11644,22,UG,8.1,70,95,83,66,3,2,4,4,1,15,0,"music, coding",arts,6,8,Finance Manager
11645,13,Grade 10,8.9,57,75,69,72,3,3,4,2,3,22,1,"science, finance",business,8,3,Defence Persenal
11646,18,UG,5.5,66,70,51,75,2,3,1,3,3,23,0,"debate, gaming",technology,8,8,IT Specialist
11647,18,UG,5.4,77,89,71,55,4,1,1,3,5,23,0,"debate, research",arts,11,10,Lawyer
11648,15,Grade 10,8.0,74,61,51,54,3,1,2,2,1,27,0,"reading, history, music",arts,8,7,Finance Manager
11649,25,PG,9.0,74,88,93,53,2,3,1,1,3,20,1,music,arts,10,9,Historian
11650,23,PG,7.2,82,70,86,60,3,1,5,1,3,20,1,history,healthcare,10,7,MBA
11651,15,Grade 10,7.7,73,94,67,84,4,2,3,2,2,5,1,history,arts,13,7,Software Engineer
11652,24,PG,6.4,86,63,54,96,2,3,2,4,2,18,1,"reading, travel",business,9,8,CA
11653,18,UG,7.6,60,69,50,80,3,1,2,1,3,24,0,"reading, travel",technology,11,7,Medicine
11654,22,UG,5.0,79,58,67,71,2,2,3,5,3,22,0,"research, history",arts,5,7,Arts
11655,28,PG,5.4,88,78,56,50,2,3,2,3,3,16,0,"writing, painting, reading",arts,11,3,IT Specialist
11656,25,PG,8.5,60,75,64,70,3,4,2,3,3,17,1,"debate, travel",healthcare,12,4,MBA
11657,15,Grade 10,7.6,73,71,78,82,2,2,3,3,2,16,1,"music, reading",technology,3,6,IT Specialist
11658,21,UG,8.0,91,71,71,80,1,2,2,4,3,20,0,science,technology,14,3,MBA
11659,26,UG,5.0,74,67,71,78,3,3,4,4,3,19,1,travel,arts,14,3,Finance Manager
11660,22,UG,7.3,61,71,90,64,2,1,1,3,2,16,1,gaming,technology,8,8,Finance Manager
11661,15,Grade 10,7.8,91,74,79,51,3,2,2,1,2,14,0,"history, gaming",healthcare,8,6,Medicine
11662,23,PG,7.6,74,75,77,67,2,4,5,2,3,15,1,painting,business,12,5,Data Scientist
11663,20,UG,8.0,76,71,52,71,2,3,4,4,3,24,1,"research, music, reading",business,4,9,CA
11664,17,Grade 12,8.7,69,74,88,74,3,3,4,3,3,31,1,"reading, research, music",healthcare,9,6,IT Specialist
11665,17,Grade 12,6.9,68,76,62,82,3,2,2,3,3,11,0,history,business,10,7,IT Specialist
11666,23,UG,9.0,85,75,55,80,4,2,3,2,2,21,1,"sports, gaming",business,9,6,Engineering
11667,13,Grade 10,6.6,72,85,54,62,2,2,1,4,3,16,1,history,arts,8,4,Data Scientist
11668,20,UG,7.7,58,70,67,59,1,2,2,2,1,19,1,"painting, gaming, travel",technology,9,8,IT Specialist
11669,13,Grade 10,7.7,82,91,70,60,2,4,2,3,2,19,1,"painting, research",technology,9,3,Historian
11670,19,UG,6.0,100,57,69,88,2,3,3,1,4,25,0,research,technology,12,7,Data Scientist
11671,17,Grade 12,6.2,90,97,77,54,3,1,1,4,4,17,0,"science, music",business,5,7,Historian
11672,19,UG,6.5,84,80,76,60,4,2,2,3,3,15,0,"history, dance",business,11,4,Engineering
11673,18,UG,8.5,56,76,79,57,1,4,2,3,3,36,1,"gaming, painting, history",technology,8,9,Lawyer
11674,19,UG,7.0,72,77,63,70,3,2,3,4,2,32,0,"research, music, writing",business,12,6,Medicine
11675,16,Grade 12,7.6,73,78,52,70,2,4,2,4,3,27,1,"gaming, coding",technology,12,7,Engineering
11676,16,Grade 12,9.0,62,67,79,86,4,2,1,3,2,22,1,"music, dance",arts,12,8,CA
11677,18,UG,7.8,86,63,74,65,2,3,3,4,3,15,1,music,arts,10,5,Data Scientist
11678,20,UG,6.7,74,78,70,81,2,2,4,2,1,26,1,"dance, history",business,12,5,Software Engineer
11679,21,UG,6.7,75,66,100,76,3,3,1,1,3,20,1,"finance, dance, sports",business,8,9,Software Engineer
11680,14,Grade 10,10.0,67,72,72,51,3,2,2,5,2,18,1,"reading, dance, gaming",technology,14,10,Engineering
11681,13,Grade 10,8.6,71,81,82,62,3,1,2,2,2,25,0,"debate, history, music",arts,5,6,Lawyer
11682,20,UG,6.6,62,81,75,91,4,3,2,1,2,27,0,"science, research, painting",technology,9,8,Data Scientist
11683,19,UG,5.9,86,73,64,81,3,2,1,1,2,16,0,"gaming, finance, science",arts,9,6,Historian
11684,23,UG,10.0,66,76,67,79,4,4,3,3,3,36,0,"gaming, writing, coding",business,15,6,Finance Manager
11685,18,UG,7.9,80,73,64,79,3,1,2,3,3,29,1,"sports, debate, travel",healthcare,6,5,MBA
11686,20,UG,7.4,71,70,72,79,4,1,1,3,1,19,0,"writing, coding",arts,10,9,Medicine
11687,17,Grade 12,8.8,62,52,62,54,4,2,3,4,1,22,1,"research, painting, coding",technology,13,10,IT Specialist
11688,18,UG,7.1,81,65,80,70,3,2,1,3,5,26,1,"coding, painting",business,10,6,Data Scientist
11689,27,PG,5.8,88,76,62,52,3,1,3,4,1,16,0,"writing, music",healthcare,5,8,Data Scientist
11690,26,UG,7.8,73,64,50,57,3,3,1,3,2,26,1,history,technology,11,6,MBA
11691,21,UG,7.2,76,87,69,76,3,4,3,3,3,17,1,"finance, science, sports",business,10,8,Historian
11692,19,UG,5.6,78,72,68,50,2,4,3,3,1,16,0,"gaming, travel, sports",business,9,4,Historian
11693,21,UG,6.1,74,60,73,72,1,2,2,2,2,21,1,dance,technology,6,10,Software Engineer
11694,25,PG,10.0,59,73,68,53,3,2,4,2,3,14,1,"painting, writing",technology,6,9,Arts
11695,21,UG,9.5,73,86,75,65,3,3,2,1,3,16,0,science,healthcare,9,7,Lawyer
11696,22,UG,9.5,88,82,72,91,4,2,2,5,2,33,1,"research, sports, reading",business,12,5,Lawyer
11697,24,PG,9.4,73,81,92,73,2,4,3,4,1,21,1,"writing, debate, research",technology,8,10,Lawyer
11698,20,UG,7.6,64,84,72,70,4,2,1,2,3,25,0,research,arts,7,4,Defence Persenal
11699,27,UG,7.1,86,80,61,67,2,3,3,2,3,23,0,debate,arts,11,5,Engineering
11700,18,UG,6.1,86,73,63,87,2,3,3,2,3,18,1,"science, reading",business,9,7,MBA
11701,22,UG,6.2,89,63,50,76,3,2,3,3,2,17,1,writing,arts,11,6,Medicine
11702,16,Grade 12,7.8,71,82,84,65,3,2,3,3,4,9,0,"gaming, reading",healthcare,12,6,Engineering
11703,24,PG,6.0,77,77,50,70,2,3,2,5,1,29,1,"research, music, painting",business,9,9,IT Specialist
11704,24,PG,5.4,73,59,60,73,3,4,4,2,1,36,1,"painting, sports, research",arts,13,7,Data Scientist
11705,19,UG,7.7,68,100,53,57,4,2,2,2,4,13,1,research,business,10,7,Engineering
11706,16,Grade 12,7.8,70,78,58,75,4,3,2,1,3,25,1,"dance, reading",business,8,7,Lawyer
11707,17,Grade 12,7.4,56,72,76,61,1,4,4,2,3,25,1,"painting, reading, sports",business,4,5,CA
11708,24,UG,8.3,68,75,73,69,3,1,3,3,3,17,1,"coding, debate, research",arts,7,10,Medicine
11709,25,PG,7.4,70,68,71,80,3,3,1,4,2,21,1,"painting, writing",arts,12,6,Defence Persenal
11710,22,UG,8.3,74,84,76,88,2,3,3,3,2,12,1,"research, finance, painting",healthcare,6,4,Finance Manager
11711,19,UG,6.7,86,66,59,67,1,5,1,1,4,11,1,"dance, research, music",healthcare,8,8,Software Engineer
11712,27,UG,8.5,67,70,71,69,2,2,2,1,2,22,0,"research, finance, writing",healthcare,14,9,Finance Manager
11713,19,UG,8.8,81,75,75,81,2,3,3,3,1,10,0,"painting, sports",business,8,8,Historian
11714,19,UG,7.4,65,82,74,77,2,4,2,2,1,22,1,painting,business,8,6,Historian
11715,21,UG,8.7,80,69,72,77,2,2,2,2,5,12,0,finance,healthcare,7,8,Software Engineer
11716,20,UG,7.6,86,69,70,65,2,1,3,2,3,30,1,"writing, finance",arts,12,3,Arts
11717,21,UG,9.5,83,78,50,80,5,3,2,2,1,28,0,"travel, gaming",business,12,6,IT Specialist
11718,18,UG,7.4,87,95,56,62,2,3,2,4,1,10,0,travel,healthcare,7,8,Defence Persenal
11719,22,UG,5.3,75,71,80,68,2,2,3,3,2,18,1,sports,healthcare,9,6,Lawyer
11720,21,UG,5.8,76,99,74,68,1,4,2,2,2,24,0,gaming,arts,7,7,IT Specialist
11721,17,Grade 12,8.4,76,83,55,66,3,3,2,1,3,25,1,"painting, reading",healthcare,11,7,Software Engineer
11722,14,Grade 10,5.0,81,80,93,77,4,3,2,1,1,9,1,"history, music, science",arts,5,6,Finance Manager
11723,17,Grade 12,7.3,84,68,56,63,2,2,2,2,1,23,0,"history, reading",arts,10,6,MBA
11724,18,UG,9.6,71,67,70,76,3,3,3,3,2,33,0,"painting, debate, travel",healthcare,9,7,Finance Manager
11725,21,UG,8.4,70,72,81,62,2,2,2,2,1,23,0,sports,healthcare,13,6,IT Specialist
11726,25,UG,7.6,100,61,62,74,3,4,1,3,2,25,0,"history, reading",healthcare,12,8,Software Engineer
11727,22,UG,10.0,58,79,83,77,4,2,1,2,4,20,1,"coding, writing",arts,6,8,Finance Manager
11728,17,Grade 12,7.2,66,68,56,83,2,3,3,3,2,26,0,"reading, gaming, research",technology,11,3,Engineering
11729,16,Grade 12,9.9,85,64,59,100,3,2,3,2,3,24,1,debate,healthcare,10,9,Engineering
11730,23,PG,6.3,62,66,55,69,3,2,3,2,2,13,1,"sports, writing",arts,10,7,MBA
11731,18,UG,7.8,73,93,73,86,2,3,4,4,2,21,1,painting,arts,9,9,Defence Persenal
11732,19,UG,9.2,80,90,58,84,3,3,4,2,2,11,0,research,technology,8,4,Engineering
11733,25,PG,8.0,67,76,50,77,3,2,1,2,3,14,0,"music, writing",technology,8,5,Data Scientist
11734,18,UG,10.0,89,79,78,100,3,1,1,1,4,17,1,debate,technology,14,4,Finance Manager
11735,28,UG,5.7,70,73,65,77,3,3,2,5,1,24,0,"dance, coding, writing",business,13,3,Data Scientist
11736,17,Grade 12,7.0,81,88,66,70,3,1,1,2,3,16,1,finance,technology,3,3,Lawyer
11737,15,Grade 10,7.7,94,61,80,98,1,4,1,1,2,25,1,writing,arts,9,10,Engineering
11738,14,Grade 10,7.2,81,92,66,50,1,3,3,4,2,24,1,"coding, gaming, science",healthcare,14,6,Medicine
11739,19,UG,6.2,69,73,69,52,2,3,3,3,1,16,1,finance,arts,15,6,MBA
11740,24,UG,7.7,84,83,80,83,2,3,2,2,2,16,0,dance,healthcare,12,8,MBA
11741,15,Grade 10,6.0,75,64,70,69,2,2,2,1,4,20,0,gaming,business,13,6,CA
11742,14,Grade 10,8.2,84,66,74,50,2,1,4,1,3,28,0,"travel, dance",arts,11,5,Data Scientist
11743,22,UG,6.2,85,84,56,75,3,2,3,4,3,19,0,"debate, music, reading",business,9,8,Data Scientist
11744,14,Grade 10,6.7,85,78,50,60,2,3,3,3,3,20,0,"writing, music, coding",healthcare,9,8,CA
11745,23,PG,8.9,66,50,64,73,4,2,4,2,4,19,1,gaming,arts,10,5,Data Scientist
11746,19,UG,9.0,80,77,80,75,2,2,2,2,1,19,1,"debate, finance",technology,11,8,MBA
11747,21,UG,7.7,64,65,61,88,3,2,2,4,2,19,0,"sports, science",business,5,5,Software Engineer
11748,21,UG,8.0,65,72,50,69,2,1,1,2,1,18,1,"research, painting, writing",technology,11,5,Medicine
11749,25,PG,8.1,74,75,65,73,3,3,1,2,2,19,0,gaming,arts,11,6,IT Specialist
11750,29,UG,5.4,64,73,86,55,3,4,3,1,5,21,1,"gaming, reading",arts,13,8,IT Specialist
11751,16,Grade 12,8.7,71,82,77,66,1,2,1,2,2,12,0,"history, debate, research",business,9,6,Historian
11752,16,Grade 12,7.5,69,78,100,58,3,2,3,4,3,15,0,music,healthcare,9,8,CA
11753,18,UG,5.3,73,68,62,68,2,1,5,3,3,18,0,reading,business,10,5,Software Engineer
11754,20,UG,7.3,66,80,70,72,3,1,2,5,5,24,1,"research, painting, finance",healthcare,15,8,Software Engineer
11755,25,PG,9.1,80,50,50,65,3,3,4,3,2,22,1,travel,healthcare,6,5,Historian
11756,15,Grade 10,8.0,79,72,82,57,2,5,3,3,3,18,0,"debate, finance, gaming",business,12,7,Lawyer
11757,16,Grade 12,8.4,87,65,73,52,2,4,3,2,3,17,1,history,arts,11,9,Historian
11758,20,UG,5.9,78,67,67,72,3,2,1,2,3,19,1,history,technology,13,10,Finance Manager
11759,14,Grade 10,9.5,84,94,66,50,4,2,5,1,2,8,0,"finance, science",technology,12,6,Engineering
11760,20,UG,9.7,66,79,61,57,2,1,2,3,4,22,1,"finance, travel, reading",technology,3,3,MBA
11761,20,UG,8.1,71,66,64,52,1,1,2,2,1,15,0,writing,arts,5,8,IT Specialist
11762,21,UG,6.1,86,83,72,73,4,3,3,3,4,18,0,"travel, sports",business,8,9,Medicine
11763,21,UG,6.8,73,79,90,91,2,2,4,4,3,19,1,"travel, writing, debate",arts,12,4,IT Specialist
11764,21,UG,7.8,52,59,64,71,2,3,3,1,1,10,1,sports,business,9,7,Data Scientist
11765,24,PG,6.8,73,84,77,69,4,2,1,2,3,10,0,"gaming, music, sports",arts,10,5,Arts
11766,17,Grade 12,5.7,62,78,58,77,4,2,1,3,2,16,1,"research, gaming",healthcare,8,5,Arts
11767,13,Grade 10,7.1,72,85,51,72,1,5,4,4,1,21,0,"research, history",business,9,6,Lawyer
11768,29,UG,7.2,68,71,62,60,2,2,4,3,3,10,0,"music, history, reading",healthcare,11,5,Data Scientist
11769,19,UG,7.4,68,71,75,51,2,3,3,4,2,17,1,"debate, writing",technology,10,4,Data Scientist
11770,21,UG,7.6,75,50,89,79,3,2,3,2,1,23,1,"sports, research, science",technology,10,5,CA
11771,21,UG,7.3,97,86,87,73,2,2,1,2,3,27,1,"reading, coding, painting",arts,7,9,Lawyer
11772,21,UG,8.8,70,74,61,74,4,1,3,1,3,17,1,"painting, writing",arts,9,10,MBA
11773,18,UG,6.7,89,72,73,65,3,3,3,3,2,18,1,"debate, painting, finance",technology,8,6,Data Scientist
11774,22,UG,7.2,74,79,56,50,2,3,3,4,2,15,0,"gaming, coding",technology,8,9,Data Scientist
11775,19,UG,7.5,84,87,69,63,3,2,1,1,2,26,1,"history, gaming, debate",arts,5,6,IT Specialist
11776,19,UG,7.3,81,82,68,71,1,1,3,3,3,23,1,"dance, music",technology,10,6,Medicine
11777,16,Grade 12,8.2,74,90,59,63,3,2,4,2,1,16,1,finance,technology,9,5,IT Specialist
11778,18,UG,7.0,81,79,70,74,3,2,5,3,3,13,1,"finance, music",healthcare,6,6,Engineering
11779,30,PG,8.3,77,75,71,50,2,3,2,3,3,16,0,"music, science, writing",healthcare,12,6,CA
11780,22,UG,8.7,70,77,61,92,1,4,3,3,3,13,1,painting,technology,8,6,CA
11781,22,UG,6.4,75,78,55,50,4,2,3,3,3,12,0,writing,healthcare,13,6,MBA
11782,17,Grade 12,5.1,71,90,58,88,3,3,4,4,3,19,1,painting,arts,14,8,CA
11783,20,UG,6.8,79,85,77,66,4,2,5,2,1,10,1,travel,technology,9,10,Finance Manager
11784,27,UG,9.5,69,63,59,69,4,4,3,3,3,17,1,"reading, debate, writing",healthcare,12,6,MBA
11785,18,UG,9.0,88,57,50,67,3,3,3,3,1,6,1,science,arts,8,7,IT Specialist
11786,16,Grade 12,7.5,80,82,50,63,2,2,3,3,3,27,0,sports,arts,3,7,Arts
11787,14,Grade 10,5.9,75,77,81,100,3,1,3,1,1,20,0,"research, gaming",technology,6,10,CA
11788,21,UG,7.0,73,76,77,76,3,2,2,3,3,19,0,"research, coding, travel",arts,13,6,Defence Persenal
11789,14,Grade 10,6.7,63,77,50,75,3,2,2,2,4,15,0,science,healthcare,11,6,Data Scientist
11790,21,UG,9.5,60,84,53,55,2,1,2,4,2,17,1,"writing, research, history",business,6,5,Defence Persenal
11791,25,UG,8.0,72,78,58,76,2,4,2,4,2,22,0,"coding, writing",healthcare,13,4,Defence Persenal
11792,23,PG,8.9,66,63,69,60,3,3,4,3,2,21,1,"finance, history, music",arts,10,6,Arts
11793,19,UG,7.8,74,79,70,65,1,3,2,4,2,20,1,"history, music, debate",technology,5,9,Historian
11794,15,Grade 10,6.2,74,73,74,50,2,3,5,1,2,15,1,"writing, science",technology,9,6,MBA
11795,26,PG,7.2,74,85,78,75,2,4,3,3,1,28,0,"debate, dance",arts,12,7,Defence Persenal
11796,17,Grade 12,7.8,91,83,68,75,2,4,4,4,3,16,0,"writing, gaming",technology,10,5,Finance Manager
11797,15,Grade 10,7.2,60,65,91,76,1,3,3,1,4,18,1,"coding, gaming, painting",healthcare,13,7,Medicine
11798,22,UG,7.4,85,64,80,65,3,3,1,2,3,17,1,"music, sports, gaming",technology,9,6,IT Specialist
11799,13,Grade 10,7.7,69,79,67,63,2,3,4,2,4,9,0,"writing, science, finance",healthcare,12,3,Lawyer
11800,15,Grade 10,7.3,50,59,68,54,3,2,1,2,1,18,1,"gaming, sports, writing",technology,12,9,Historian
11801,15,Grade 10,8.2,76,68,59,74,4,1,2,2,4,11,1,research,business,13,7,Software Engineer
11802,16,Grade 12,7.9,84,69,60,82,4,3,1,2,2,16,1,"sports, coding, gaming",technology,9,8,Software Engineer
11803,20,UG,7.0,80,80,77,60,2,2,2,1,2,21,1,"debate, finance, science",healthcare,10,8,IT Specialist
11804,22,UG,8.1,77,61,67,80,1,2,2,2,2,21,1,dance,business,8,6,Engineering
11805,18,UG,7.5,53,65,63,84,3,3,3,1,4,14,1,"research, coding, dance",business,11,9,Historian
11806,13,Grade 10,7.6,83,79,69,70,3,3,1,3,2,30,1,science,arts,8,4,Engineering
11807,19,UG,8.1,100,66,72,53,2,2,1,3,1,25,1,"research, debate",technology,15,7,CA
11808,29,PG,8.4,89,74,53,79,1,3,4,3,1,28,1,"coding, history, finance",technology,7,8,Medicine
11809,21,UG,6.4,75,76,73,61,4,1,4,3,1,12,1,reading,business,8,6,CA
11810,22,UG,7.2,73,95,74,52,3,4,3,2,2,23,0,finance,arts,7,6,Defence Persenal
11811,20,UG,7.9,86,62,66,73,4,2,2,2,1,27,1,"history, travel",business,14,8,MBA
11812,24,UG,8.6,76,82,82,63,2,3,2,5,3,16,0,reading,business,12,5,Defence Persenal
11813,18,UG,5.4,54,65,68,61,1,3,2,1,1,22,0,history,technology,6,7,Historian
11814,20,UG,8.6,99,83,78,79,1,1,3,4,2,25,0,"dance, painting",arts,10,6,Engineering
11815,20,UG,7.6,63,72,80,53,3,4,2,2,2,15,0,"debate, sports",arts,13,9,CA
11816,22,UG,5.7,93,72,66,87,2,2,2,2,3,26,1,"history, dance",arts,14,9,Data Scientist
11817,24,PG,8.8,90,69,72,77,2,2,2,2,2,19,1,"writing, research",business,5,4,CA
11818,19,UG,7.9,67,67,61,83,1,3,1,1,3,9,1,finance,healthcare,20,6,Data Scientist
11819,15,Grade 10,7.5,75,71,79,59,3,1,2,4,2,29,1,"gaming, science",arts,13,6,Lawyer
11820,17,Grade 12,8.0,71,72,72,76,2,2,2,5,3,28,1,"painting, science, finance",arts,13,4,Arts
11821,19,UG,8.8,77,78,68,75,3,2,2,4,4,10,0,gaming,arts,7,6,CA
11822,17,Grade 12,6.4,77,57,67,67,2,1,1,1,2,20,1,"travel, coding, sports",healthcare,8,9,Medicine
11823,22,UG,7.1,67,72,97,77,1,2,4,4,1,25,1,music,arts,11,7,Finance Manager
11824,23,UG,9.0,89,82,50,84,2,4,1,3,2,14,1,"painting, science, coding",business,11,6,Historian
11825,21,UG,8.1,63,86,73,50,2,4,3,5,3,21,0,"history, science",business,12,6,Software Engineer
11826,18,UG,9.3,85,89,50,75,4,4,3,5,2,27,1,music,technology,8,9,Historian
11827,24,UG,6.3,70,80,59,94,2,3,4,4,2,20,0,"finance, music, writing",technology,14,6,CA
11828,25,UG,5.0,82,86,73,67,3,2,3,3,3,29,1,"reading, writing",business,12,5,Medicine
11829,20,UG,7.2,77,87,50,58,3,1,3,3,4,23,0,"dance, debate, painting",arts,4,7,Finance Manager
11830,17,Grade 12,7.2,71,100,75,86,3,4,3,3,2,9,1,coding,technology,13,7,Data Scientist
11831,22,UG,5.0,65,83,79,77,3,2,3,3,4,26,1,"travel, debate",business,13,8,MBA
11832,17,Grade 12,7.8,67,73,72,71,2,3,2,3,2,26,1,"history, coding",arts,10,5,Medicine
11833,18,UG,5.9,74,65,75,79,3,2,2,4,2,17,1,research,healthcare,12,6,Medicine
11834,25,UG,7.5,57,79,69,72,2,4,4,3,2,9,0,"painting, reading",business,7,4,Finance Manager
11835,22,UG,6.8,64,75,65,50,3,2,2,5,2,12,0,"debate, coding",healthcare,12,5,Arts
11836,20,UG,8.6,56,64,70,73,1,3,3,3,1,22,0,"science, coding",healthcare,13,5,Lawyer
11837,19,UG,6.3,75,70,68,84,3,2,1,4,4,17,1,"research, debate",business,7,4,Historian
11838,24,UG,7.4,75,70,59,64,2,3,2,2,3,28,0,"science, finance, debate",arts,11,7,Engineering
11839,17,Grade 12,6.4,81,81,65,83,3,1,4,2,3,23,1,"science, reading",business,13,10,Defence Persenal
11840,21,UG,8.5,51,86,76,73,3,3,4,3,2,11,1,"history, painting",healthcare,10,9,Finance Manager
11841,24,PG,7.1,54,80,57,63,3,2,2,2,4,16,1,"painting, travel",business,12,10,MBA
11842,22,UG,9.2,60,83,60,63,2,4,3,2,1,24,0,"reading, gaming",arts,10,8,CA
11843,18,UG,7.2,66,78,73,67,1,1,1,1,2,14,0,"dance, travel",technology,8,4,IT Specialist
11844,23,UG,5.2,74,68,71,82,1,1,4,2,4,18,1,"debate, science, reading",business,11,6,MBA
11845,18,UG,7.5,81,61,57,76,5,2,4,3,3,23,0,debate,arts,10,5,Data Scientist
11846,19,UG,9.5,69,86,61,79,1,2,4,3,3,32,1,"gaming, science",business,12,3,Historian
11847,21,UG,6.5,73,61,56,90,3,2,4,3,2,25,1,"finance, gaming, sports",healthcare,9,6,Engineering
11848,15,Grade 10,6.4,72,62,58,56,5,3,3,1,1,24,1,painting,arts,11,6,Lawyer
11849,17,Grade 12,5.8,69,74,61,75,2,2,3,2,5,15,0,"debate, science",technology,6,7,Engineering
11850,20,UG,5.5,78,65,79,50,3,3,2,2,3,20,1,"coding, sports, travel",healthcare,4,4,Arts
11851,19,UG,7.3,83,76,83,65,2,2,2,3,3,13,1,"history, sports",arts,11,4,IT Specialist
11852,23,PG,9.2,70,81,68,82,2,4,3,3,2,15,1,"science, history",arts,7,6,Medicine
11853,22,UG,8.2,79,73,59,86,5,2,2,3,4,15,1,debate,healthcare,8,8,Software Engineer
11854,18,UG,7.6,67,78,52,52,3,1,4,1,2,22,1,"science, coding",arts,8,7,Finance Manager
11855,19,UG,8.4,86,92,52,70,2,3,3,2,3,23,0,writing,technology,8,4,Defence Persenal
11856,24,PG,9.0,80,76,65,61,2,2,5,3,5,17,0,coding,arts,5,9,Medicine
